time_s,v_diff,v_hpf,v_ia,v_notch,v_lpf,v_adc_in,adc_code,adc_signed
1.339,-0.000369800215982721,-3.45162000093461e-05,-0.00693775620187857,-0.00934206595391887,-0.0109617975376185,-0.0109617975376185,2033,-15
1.34,-0.000368000359971202,-3.26146306180883e-05,-0.00655554075423574,-0.00877512064943204,-0.00974179482227039,-0.00974179482227039,2035,-13
1.341,-0.000366200503959683,-3.07188148407227e-05,-0.00617448178298527,-0.00794810499313646,-0.0088570627703562,-0.0088570627703562,2036,-12
1.342,-0.000364400432120994,-2.88285197677779e-05,-0.00579453247332335,-0.00694111856155448,-0.00795164546714419,-0.00795164546714419,2037,-11
1.343,-0.000362599927979834,-2.69435125473533e-05,-0.00541564602201801,-0.0058530662092527,-0.00695513708141304,-0.00695513708141304,2038,-10
1.344,-0.000360799423838675,-2.50642088283515e-05,-0.00503790597449866,-0.00478687947667516,-0.005906954877279,-0.005906954877279,2040,-8
1.345,-0.000361000719942405,-2.51893631563472e-05,-0.00506306199442578,-0.00422563387620713,-0.00500907141520345,-0.00500907141520345,2041,-7
1.346,-0.000362800575953924,-2.69102803141233e-05,-0.00540896634313879,-0.00413218019462173,-0.00447691476149254,-0.00447691476149254,2041,-7
1.347,-0.000364600431965443,-2.86259904608317e-05,-0.00575382408262717,-0.00421899737464174,-0.00428375708401767,-0.00428375708401767,2042,-6
1.348,-0.00035799856011519,-2.1947492121817e-05,-0.00441144591648521,-0.00286830654499584,-0.00380933072235172,-0.00380933072235172,2042,-6
1.349,-0.000348999280057596,-1.28954197734727e-05,-0.00259197937446801,-0.00136435739275429,-0.00272407511114874,-0.00272407511114874,2044,-4
1.35,-0.00034,-3.87073644887329e-06,-0.000778018026223532,-0.000144679908386968,-0.00146153891847047,-0.00146153891847047,2045,-3
1.351,-0.000334600431965443,1.53237455824493e-06,0.000308007286207231,0.000190412592354545,-0.000509997084845944,-0.000509997084845944,2046,-2
1.352,-0.000329200863930885,6.91913727184822e-06,0.00139074659164149,0.00051358089709796,4.25630623157204e-05,4.25630623157204e-05,2047,-1
1.353,-0.000324200863930886,1.18906376129315e-05,0.00239001816019923,0.000851474078271529,0.000452796668321505,0.000452796668321505,2048,0
1.354,-0.000320601151907847,1.54489260546556e-05,0.00310523413698577,0.001098273934189,0.000787461628519428,0.000787461628519428,2048,0
1.355,-0.000317001439884809,1.89964481168275e-05,0.00381828607148233,0.00159880954411462,0.00114712836610429,0.00114712836610429,2048,0
1.356,-0.000315799423838675,2.01391677752465e-05,0.00404797272282454,0.00189540460881043,0.00153173010351341,0.00153173010351341,2049,1
1.357,-0.000317599927979834,1.82804520888386e-05,0.00367437086985655,0.00187739236131309,0.00175908163014697,0.00175908163014697,2049,1
1.358,-0.000319400432120994,1.64273603530699e-05,0.00330189943096705,0.00210723152903573,0.00190858824234405,0.00190858824234405,2049,1
1.359,-0.000322401007919366,1.33816194338084e-05,0.00268970550619548,0.00225011690829309,0.00208172027844685,0.00208172027844685,2050,2
1.36,-0.000326000719942405,9.74686425366742e-06,0.00195911971498715,0.00232734158039351,0.00221441833350868,0.00221441833350868,2050,2
1.361,-0.000329600431965443,6.12310681991215e-06,0.00123074447080234,0.00235071362597148,0.00229429607047907,0.00229429607047907,2050,2
1.362,-0.00033,5.70561647732888e-06,0.0011468289119431,0.00284608414113961,0.00248923377116912,0.00248923377116912,2050,2
1.363,-0.00033,5.68835288738235e-06,0.00114335893036385,0.00315096226011949,0.00281570135415658,0.00281570135415658,2050,2
1.364,-0.000329600431965442,6.07010507654041e-06,0.00122009112038462,0.00323709116002192,0.00305821760794769,0.00305821760794769,2051,3
1.365,-0.000326000719942405,9.64600481186817e-06,0.0019388469671855,0.00366569645420887,0.00331025363305519,0.00331025363305519,2051,3
1.366,-0.000322401007919366,1.32110848808267e-05,0.00265542806104617,0.00382463812245558,0.00358904443771996,0.00358904443771996,2051,3
1.367,-0.000318800864241988,1.67658090219885e-05,0.00336992761341968,0.00381011449262892,0.00373541102093937,0.00373541102093937,2052,4
1.368,-0.000315199855959669,2.0310640865085e-05,0.00408243881388209,0.00373461389098624,0.0037590989509831,0.0037590989509831,2052,4
1.369,-0.00031159884767735,2.38447470445104e-05,0.00479279415594658,0.00371010587232949,0.0037355482655182,0.0037355482655182,2052,4
1.37,-0.000307998560115191,2.73674403832942e-05,0.00550085551704213,0.00383304672326087,0.00375864315800344,0.00375864315800344,2052,4
1.371,-0.000304398848092153,3.08789003748803e-05,0.00620665897535093,0.00417247567128227,0.00391512908061122,0.00391512908061122,2052,4
1.372,-0.000300799136069114,3.43797356766287e-05,0.00691032687100238,0.00476253359992256,0.00426921597483634,0.00426921597483634,2052,4
1.373,-0.0003,3.50736393593249e-05,0.0070498015112243,0.00505363960532547,0.00467874842854639,0.00467874842854639,2053,5
1.374,-0.0003,3.49675163960591e-05,0.00702847079560788,0.00543946295417991,0.00504272461521709,0.00504272461521709,2053,5
1.375,-0.0003,3.48617145310181e-05,0.00700720462073464,0.00601382340865453,0.00548113395252487,0.00548113395252487,2054,6
1.376,-0.000307199424046077,2.75677004622238e-05,0.00554110779290698,0.00527638150239132,0.00558624196726721,0.00558624196726721,2054,6
1.377,-0.000314398848092153,2.02957560275273e-05,0.00407944696153299,0.0046339615910685,0.00518170964640997,0.00518170964640997,2053,5
1.378,-0.00032,1.46416686277783e-05,0.00294297539418343,0.00427955456075415,0.00471699710121853,0.00471699710121853,2053,5
1.379,-0.00032,1.45973670585565e-05,0.00293407077876987,0.00486529302081882,0.00462432190222363,0.00462432190222363,2053,5
1.38,-0.00032,1.45531995334172e-05,0.00292519310621685,0.00514397268086736,0.00486811097185149,0.00486811097185149,2053,5
1.381,-0.000319200576161325,1.53073800696633e-05,0.00307678339400233,0.00525505219341964,0.00508054780857714,0.00508054780857714,2053,5
1.382,-0.000317400072020165,1.70588444766619e-05,0.00342882773980904,0.00525534610188878,0.00519250379516501,0.00519250379516501,2053,5
1.383,-0.000315599567879006,1.88050094452123e-05,0.00377980689848768,0.00500512841085068,0.00515258934721932,0.00515258934721932,2053,5
1.384,-0.000312598992080633,2.1744147127566e-05,0.00437057357264076,0.00483924881482741,0.00500489656877042,0.00500489656877042,2053,5
1.385,-0.000308999280057595,2.52726216221948e-05,0.00507979694606116,0.00473682154841878,0.0048658828590606,0.0048658828590606,2053,5
1.386,-0.000305399568034557,2.87904199458876e-05,0.0057868744091234,0.00468672617581865,0.00476709504050811,0.00476709504050811,2053,5
1.387,-0.000305,2.91022717808586e-05,0.00584955662795259,0.00416396489589826,0.00454802484521987,0.00454802484521987,2053,5
1.388,-0.000305,2.90142164955913e-05,0.00583185751561385,0.00383191870106163,0.00419540750756607,0.00419540750756607,2052,4
1.389,-0.000304600431965443,2.93253911851776e-05,0.00589440362822071,0.00387560705281613,0.00397640453921531,0.00397640453921531,2052,4
1.39,-0.000301000719942404,3.28309269685893e-05,0.00659901632068645,0.00481613612453857,0.00421324239143457,0.00421324239143457,2052,4
1.391,-0.000297401007919366,3.63258559871487e-05,0.00730149705341689,0.00592850874539309,0.00495624241933922,0.00495624241933922,2053,5
1.392,-0.000297997839395032,3.56200156151162e-05,0.00715962313863836,0.00632503773676036,0.00570658268968378,0.00570658268968378,2054,6
1.393,-0.000307000360100828,2.65233383124597e-05,0.00533119100080441,0.00516617173764841,0.00573159682270981,0.00573159682270981,2054,6
1.394,-0.000316002880806627,1.74541849955884e-05,0.00350829118411327,0.00412095217211127,0.00503413857410085,0.00503413857410085,2053,5
1.395,-0.000322001439884809,1.1411889440987e-05,0.00229378977763838,0.00366100043086566,0.00430134224550317,0.00430134224550317,2052,4
1.396,-0.000325601151907848,7.78309410953855e-06,0.00156440191601725,0.00352008395990012,0.00384570118773376,0.00384570118773376,2052,4
1.397,-0.000329200863930886,4.16527849165035e-06,0.000837220976821721,0.00312464373601501,0.00351022853403107,0.00351022853403107,2051,3
1.398,-0.000322998560115189,1.03455961336722e-05,0.00207946482286812,0.00436116399300559,0.00365937938690238,0.00365937938690238,2052,4
1.399,-0.000313999280057595,1.92999586839674e-05,0.00387929169547745,0.00573679547733756,0.00455014884092109,0.00455014884092109,2053,5
1.4,-0.000305,2.82272278528694e-05,0.00567367279842675,0.00675168045866385,0.00563610340956187,0.00563610340956187,2054,6
1.401,-0.000306799856011519,2.63446871216922e-05,0.00529528211146013,0.00543141287617537,0.00592805421588093,0.00592805421588093,2054,6
1.402,-0.000308599712023038,2.44678424290356e-05,0.00491803632823615,0.00419133619885956,0.00521223390923768,0.00521223390923768,2053,5
1.403,-0.000309200863930886,2.37935671733059e-05,0.00478250700183448,0.00337729462955278,0.00429690154062774,0.00429690154062774,2052,4
1.404,-0.000305601151907847,2.73158406995674e-05,0.00549048398061306,0.0036356307627468,0.0037902099736547,0.0037902099736547,2052,4
1.405,-0.000302001439884809,3.08274568172767e-05,0.00619631882027263,0.00412609674303282,0.00384832137060028,0.00384832137060028,2052,4
1.406,-0.0003,3.27325935954001e-05,0.00657925131267542,0.0045490202883765,0.00416193492515437,0.00416193492515437,2052,4
1.407,-0.0003,3.26335539778648e-05,0.00655934434955083,0.00482620381014434,0.00449890744060697,0.00449890744060697,2053,5
1.408,-0.0003,3.25348140263433e-05,0.00653949761929501,0.00531964180737472,0.00486686600993553,0.00486686600993553,2053,5
1.409,-0.000304802015838733,2.76416217697377e-05,0.00555596597571727,0.00500607010034645,0.00505660315347723,0.00505660315347723,2053,5
1.41,-0.000312001439884808,2.03694536699655e-05,0.00409426018766306,0.00432581052193071,0.0048061782545422,0.0048061782545422,2053,5
1.411,-0.000319200863930886,1.31192891045329e-05,0.00263697711001112,0.00366855159468133,0.00428759030823696,0.00428759030823696,2052,4
1.412,-0.00032160007199424,1.06840154282499e-05,0.00214748710107823,0.00386013045009005,0.00395217409935794,0.00395217409935794,2052,4
1.413,-0.00032339992800576,8.85455552135242e-06,0.00177976565979184,0.00392204535174139,0.0039130162798437,0.0039130162798437,2052,4
1.414,-0.000324400647948164,7.82855813401538e-06,0.00157354018493709,0.00384384322492153,0.00389373936220765,0.00389373936220765,2052,4
1.415,-0.000319001079913606,1.3196270367813e-05,0.00265245034393041,0.0047110547836425,0.00413970708148609,0.00413970708148609,2052,4
1.416,-0.00031360151187905,1.85477414148203e-05,0.00372809602437887,0.00522978732667606,0.0046722160389689,0.0046722160389689,2053,5
1.417,-0.000309400432120994,2.26863452839387e-05,0.00455995540207168,0.00526799160245439,0.00504187849127424,0.00504187849127424,2053,5
1.418,-0.000307599927979834,2.4415483018579e-05,0.00490751208673439,0.00473572493518965,0.00501622450252281,0.00501622450252281,2053,5
1.419,-0.000305799423838675,2.6139388869e-05,0.00525401716266901,0.00426527273047662,0.00468563112451661,0.00468563112451661,2053,5
1.42,-0.000307001439884809,2.48601008687175e-05,0.00499688027461222,0.00337766585818195,0.00413168123337089,0.00413168123337089,2052,4
1.421,-0.000310601151907847,2.11906150337057e-05,0.00425931362177485,0.0023096837040123,0.00330603607165694,0.00330603607165694,2051,3
1.422,-0.000314200863930885,1.75322320302682e-05,0.00352397863808391,0.00158914561292655,0.0024364069606393,0.0024364069606393,2050,2
1.423,-0.000312199424046076,1.94775964174287e-05,0.00391499687990318,0.00228144632619922,0.00211518196635955,0.00211518196635955,2050,2
1.424,-0.000308599712023039,2.30129288567179e-05,0.00462559870020029,0.00345640198097203,0.00259835003509421,0.00259835003509421,2050,2
1.425,-0.000305,2.65375643748601e-05,0.00533405043934689,0.00470202847329044,0.0035476225940923,0.0035476225940923,2051,3
1.426,-0.000308599712023038,2.28630030073039e-05,0.00459546360446807,0.00453469522445904,0.00423399391126053,0.00423399391126053,2052,4
1.427,-0.000312199424046076,1.91995598284535e-05,0.00385911152551915,0.0043902132609732,0.00438044284168078,0.00438044284168078,2052,4
1.428,-0.000315,1.6345128286477e-05,0.00328537078558188,0.00434201175058714,0.00437125672892398,0.00437125672892398,2052,4
1.429,-0.000315,1.62956725276677e-05,0.00327543017806121,0.00470131748469015,0.00446767204220261,0.00446767204220261,2053,5
1.43,-0.000315,1.62463664080681e-05,0.0032655196480217,0.00483933365330308,0.00466168071322441,0.00466168071322441,2053,5
1.431,-0.000314200576161325,1.69954238977949e-05,0.00341608020345678,0.00490824379660608,0.00479764738741042,0.00479764738741042,2053,5
1.432,-0.000312400072020166,1.87417807591709e-05,0.00376709793259336,0.0049631947342235,0.00488615500151578,0.00488615500151578,2053,5
1.433,-0.000310599567879006,2.04828536360954e-05,0.00411705358085518,0.00484969262334217,0.00489916056386645,0.00489916056386645,2053,5
1.434,-0.00030639848812095,2.46156024001567e-05,0.00494773608243149,0.00511199645137302,0.00495152208533513,0.00495152208533513,2053,5
1.435,-0.000300998920086392,2.99325217617421e-05,0.00601643687411016,0.00556391599774111,0.00519923627714406,0.00519923627714406,2053,5
1.436,-0.000295599352051836,3.52333536214758e-05,0.00708190407791663,0.00604106185579632,0.00558593669357012,0.00558593669357012,2054,6
1.437,-0.000293399928005759,3.73228440347396e-05,0.00750189165098266,0.00599738397147105,0.00586368427053395,0.00586368427053395,2054,6
1.438,-0.000291600071994241,3.90070486936396e-05,0.00784041678742157,0.00608319744378611,0.00597689352508179,0.00597689352508179,2054,6
1.439,-0.000290599352051836,3.98882303344868e-05,0.00801753429723185,0.00624569629761207,0.00609712002868262,0.00609712002868262,2055,7
1.44,-0.000295998920086392,3.43761405258992e-05,0.00690960424570573,0.00538855396368422,0.00591763611968616,0.00591763611968616,2054,6
1.441,-0.00030139848812095,2.88807287500141e-05,0.00580502647875283,0.00480581547361127,0.00539170573440512,0.00539170573440512,2054,6
1.442,-0.000305599567879006,2.45986196761613e-05,0.00494432255490841,0.00463979984034738,0.00496292491554243,0.00496292491554243,2053,5
1.443,-0.000307400072020166,2.27264109431541e-05,0.00456800859957398,0.00499868586108993,0.00487082102783488,0.00487082102783488,2053,5
1.444,-0.000309200576161325,2.08598669869492e-05,0.00419283326437678,0.00527331067673396,0.00504080643878172,0.00504080643878172,2053,5
1.445,-0.000312001439884809,1.80001244885021e-05,0.00361802502218892,0.00518592790013713,0.00516184031676494,0.00516184031676494,2053,5
1.446,-0.000315601151907847,1.43513950116762e-05,0.00288463039734691,0.0047366628223002,0.00503328585808143,0.00503328585808143,2053,5
1.447,-0.000319200863930886,1.07137055635235e-05,0.00215345481826823,0.00406985227923169,0.00462942155852022,0.00462942155852022,2053,5
1.448,-0.000318599712023038,1.12815313548281e-05,0.00226758780232044,0.00401263632385748,0.00425238485533071,0.00425238485533071,2052,4
1.449,-0.000316799856011519,1.30445296980854e-05,0.00262195046931516,0.00395492979787946,0.00408020421785492,0.00408020421785492,2052,4
1.45,-0.000315,1.48021937044489e-05,0.00297524093459423,0.00371839991400582,0.00392408924227013,0.00392408924227013,2052,4
1.451,-0.000309600431965442,2.01488056793345e-05,0.00404990994154623,0.00409935500549424,0.00391433809962904,0.00391433809962904,2052,4
1.452,-0.000304200863930885,2.54792403108758e-05,0.00512132730248603,0.00444221332918386,0.00414282916867392,0.00414282916867392,2052,4
1.453,-0.000301198704103673,2.83997652811309e-05,0.00570835282150731,0.00438142461314703,0.00431525852924541,0.00431525852924541,2052,4
1.454,-0.000306598272138229,2.2922436335035e-05,0.00460740970334204,0.00286494137544194,0.00387162036581533,0.00387162036581533,2052,4
1.455,-0.000311997840172786,1.74616802450531e-05,0.00350979772925567,0.00170185732920612,0.00285352997255168,0.00285352997255168,2051,3
1.456,-0.000315,1.4411228132419e-05,0.00289665685461622,0.00134284101086926,0.00200020894529912,0.00200020894529912,2049,1
1.457,-0.000315,1.43676238112922e-05,0.00288789238606973,0.00181030155430475,0.00172864634099648,0.00172864634099648,2049,1
1.458,-0.000315,1.43241514245711e-05,0.0028791544363388,0.00239037693252606,0.00196691102203425,0.00196691102203425,2049,1
1.459,-0.000315,1.42808105730596e-05,0.00287044292518498,0.00299431984919449,0.00243193497640991,0.00243193497640991,2050,2
1.46,-0.000315,1.42376008587689e-05,0.00286175777261256,0.00353669220400436,0.00296627539319806,0.00296627539319806,2051,3
1.461,-0.000315,1.41945218849149e-05,0.00285309889886789,0.00394678885971982,0.00346336843080321,0.00346336843080321,2051,3
1.462,-0.000319800215982721,9.35861932460365e-06,0.00188108248424533,0.00324039040033605,0.00354684355851137,0.00354684355851137,2051,3
1.463,-0.000325199784017279,3.93890352814763e-06,0.000791719609157674,0.00228649364424659,0.00304466308657544,0.00304466308657544,2051,3
1.464,-0.000329400647948164,-2.67523100355542e-07,-5.37721431714639e-05,0.00143616195159631,0.00228611482461775,0.00228611482461775,2050,2
1.465,-0.000324001079913606,5.12468559708606e-06,0.0010300618050143,0.00232136492400334,0.00202499214076011,0.00202499214076011,2050,2
1.466,-0.00031860151187905,1.05005789883315e-05,0.00211061637665464,0.00296153648738315,0.00242015788751212,0.00242015788751212,2050,2
1.467,-0.000315599567879006,1.34662096722225e-05,0.00270670814411672,0.00296703551896184,0.00276895796165338,0.00276895796165338,2050,2
1.468,-0.000317400072020166,1.16276844793184e-05,0.002337164580343,0.00199757064919361,0.00258520483500232,0.00258520483500232,2050,2
1.469,-0.000319200576161325,9.79472214630172e-06,0.00196873915140665,0.00114729071917456,0.00193599063575986,0.00193599063575986,2049,1
1.47,-0.000318999280057595,9.96607764428838e-06,0.00200318160650197,0.000863856910667312,0.00133956959676055,0.00133956959676055,2049,1
1.471,-0.000317199424046076,1.17330561803158e-05,0.00235834429224348,0.00106886709392619,0.00110033395928376,0.00110033395928376,2048,0
1.472,-0.000315399568034557,1.34946883365062e-05,0.00271243235563774,0.00143377469812292,0.00119712045719452,0.00119712045719452,2048,0
1.473,-0.000317800575953924,1.10564816746981e-05,0.00222235281661431,0.00112543271000681,0.00124999433339346,0.00124999433339346,2049,1
1.474,-0.000321400287976962,7.42876170714253e-06,0.00149318110313565,0.000757213127910708,0.00105212804208917,0.00105212804208917,2048,0
1.475,-0.000325,3.81201819939735e-06,0.000766215658078867,0.000518892485208337,0.000786695198800933,0.000786695198800933,2048,0
1.476,-0.000328599712023038,2.06217939784971e-07,4.14498058967791e-05,0.000334118814369766,0.000555804462254856,0.000555804462254856,2048,0
1.477,-0.000332199424046076,-3.38867218288531e-06,-0.000681123108759947,0.000125175764610622,0.000346729351508278,0.000346729351508278,2047,-1
1.478,-0.000335399568034557,-6.57372163527791e-06,-0.00132131804869086,-9.83233786031063e-05,0.000133073480672047,0.000133073480672047,2047,-1
1.479,-0.000337199424046077,-8.3509644860074e-06,-0.00167854386168749,-0.000197152529836983,-4.69338493869859e-05,-4.69338493869859e-05,2047,-1
1.48,-0.000338999280057595,-1.01228298999717e-05,-0.00203468880989431,-0.000489938375343358,-0.00023706949246595,-0.00023706949246595,2047,-1
1.481,-0.000339200576161325,-1.02931926362223e-05,-0.00206893171988068,-0.000659012776554342,-0.000453355443416527,-0.000453355443416527,2046,-2
1.482,-0.000337400072020166,-8.46426810000809e-06,-0.00170131788810163,-0.000617363556895996,-0.000571837958357964,-0.000571837958357964,2046,-2
1.483,-0.000335599567879006,-6.64087737479562e-06,-0.00133481635233392,-0.000727916502482498,-0.000636454670749812,-0.000636454670749812,2046,-2
1.484,-0.000335,-6.02212313138633e-06,-0.00121044674940865,-0.00114863149861048,-0.000829928600106656,-0.000829928600106656,2046,-2
1.485,-0.000335,-6.00390188136698e-06,-0.00120678427815476,-0.00166404363724935,-0.00119942152819849,-0.00119942152819849,2046,-2
1.486,-0.000335,-5.98573576372292e-06,-0.00120313288850831,-0.00207888838613945,-0.0016302192740292,-0.0016302192740292,2045,-3
1.487,-0.000333399928005759,-4.369973301202e-06,-0.000878364633541602,-0.00203117863444534,-0.00190253609214663,-0.00190253609214663,2045,-3
1.488,-0.00033160007199424,-2.5596179090615e-06,-0.000514483199721361,-0.00179151999355716,-0.00190818559333549,-0.00190818559333549,2045,-3
1.489,-0.000329800215982721,-7.54740142917929e-07,-0.000151702768726504,-0.00139625180348079,-0.00170671142999157,-0.00170671142999157,2045,-3
1.49,-0.000328000359971202,1.04467657098246e-06,0.000209979990767475,-0.000861319320204088,-0.00133624612989598,-0.00133624612989598,2045,-3
1.491,-0.000326200503959683,2.83864875624834e-06,0.000570568400005916,-0.000220712584731652,-0.00082648319564719,-0.00082648319564719,2046,-2
1.492,-0.000327398271516024,1.63410430133545e-06,0.000328454964568425,-0.000105507412488408,-0.000401243966777216,-0.000401243966777216,2047,-1
1.493,-0.000334600288080663,-5.56196096532767e-06,-0.00111795415403086,-0.00111063841535227,-0.000533826625202294,-0.000533826625202294,2046,-2
1.494,-0.0003418023046453,-1.27362529634062e-05,-0.00255998684564465,-0.00203815625169411,-0.0012008591305362,-0.0012008591305362,2046,-2
1.495,-0.000346000719942405,-1.68897803312764e-05,-0.00339484584658657,-0.0023778993997157,-0.00184648008897768,-0.00184648008897768,2045,-3
1.496,-0.000347800575953924,-1.86358096912462e-05,-0.00374579774794048,-0.00236083630369257,-0.00218166455226387,-0.00218166455226387,2044,-4
1.497,-0.000349600431965443,-2.03765560576913e-05,-0.00409568776759596,-0.00253315195285832,-0.00235174761380975,-0.00235174761380975,2044,-4
1.498,-0.000348599712023038,-1.93156963389281e-05,-0.00388245496412455,-0.00235852923693586,-0.00241206362732728,-0.00241206362732728,2044,-4
1.499,-0.000346799856011519,-1.74601193944794e-05,-0.00350948399829036,-0.00224961988021724,-0.00234283986530758,-0.00234283986530758,2044,-4
1.5,-0.000345,-1.56101569037208e-05,-0.00313764153764787,-0.00232192877340892,-0.00230625939191367,-0.00230625939191367,2044,-4
1.501,-0.000341400287976961,-1.19686587962882e-05,-0.00240570041805393,-0.00215012603847589,-0.00226123888808594,-0.00226123888808594,2044,-4
1.502,-0.000337800575953924,-8.33817883744164e-06,-0.00167597394632577,-0.00202809101624653,-0.00215089891326239,-0.00215089891326239,2044,-4
1.503,-0.000334600431965442,-5.11764723370133e-06,-0.00102864709397397,-0.00194712096204233,-0.00204622396190472,-0.00204622396190472,2044,-4
1.504,-0.000332800575953924,-3.30502959063034e-06,-0.000664310947716699,-0.00202188748808641,-0.0020066600280327,-0.0020066600280327,2045,-3
1.505,-0.000331000719942404,-1.49789641849113e-06,-0.000301077180116717,-0.00190678597512145,-0.00197952970980913,-0.00197952970980913,2045,-3
1.506,-0.00033,-4.94158211496014e-07,-9.93258005106987e-05,-0.00173793075091047,-0.00187877884648017,-0.00187877884648017,2045,-3
1.507,-0.00033,-4.92663027800084e-07,-9.90252685878168e-05,-0.00155367174630625,-0.00172943423245978,-0.00172943423245978,2045,-3
1.508,-0.00033,-4.91172368109294e-07,-9.8725645989968e-05,-0.00118437836022341,-0.00149840270733481,-0.00149840270733481,2045,-3
1.509,-0.00033360151187905,-4.08574951703077e-06,-0.000821235652923185,-0.00139700743790911,-0.00136525539434215,-0.00136525539434215,2045,-3
1.51,-0.000339001079913607,-9.46478643650597e-06,-0.0019024220737377,-0.00186405585232578,-0.00153530427304426,-0.00153530427304426,2045,-3
1.511,-0.000344400647948164,-1.48275479038811e-05,-0.0029803371286801,-0.0022986120937513,-0.00188532331150213,-0.00188532331150213,2045,-3
1.512,-0.000345,-1.53811292327824e-05,-0.00309160697578927,-0.00185414146044862,-0.00200779348175715,-0.00200779348175715,2045,-3
1.513,-0.000345,-1.53345902638481e-05,-0.00308225264303348,-0.0014942590710711,-0.00179395167663068,-0.00179395167663068,2045,-3
1.514,-0.000345,-1.52881921087382e-05,-0.00307292661385637,-0.00137790510109357,-0.00156454809294585,-0.00156454809294585,2045,-3
1.515,-0.000345,-1.52419343413895e-05,-0.00306362880261929,-0.00150168114813645,-0.00148457695940044,-0.00148457695940044,2045,-3
1.516,-0.000345,-1.51958165370283e-05,-0.00305435912394268,-0.00182964866510036,-0.00160065897684785,-0.00160065897684785,2045,-3
1.517,-0.000342002160604968,-1.2156534186355e-05,-0.00244346337145735,-0.00171558382206049,-0.00171088799398412,-0.00171088799398412,2045,-3
1.518,-0.000332999639899172,-3.13085077606999e-06,-0.000629301005990068,-0.000539285504288854,-0.00133687944859345,-0.00133687944859345,2045,-3
1.519,-0.000323997119193373,5.86752345597117e-06,0.00117937221465021,0.00053236230272202,-0.000482124417945992,-0.000482124417945992,2046,-2
1.52,-0.000322001439884809,7.84243010762046e-06,0.00157632845163171,0.00024031517337205,7.45827333315892e-05,7.45827333315892e-05,2047,-1
1.521,-0.000325601151907848,4.22443495569808e-06,0.000849111426095314,-0.000940831899885825,-0.000197751302943075,-0.000197751302943075,2047,-1
1.522,-0.000329200863930886,6.17386839031793e-07,0.00012409475464539,-0.00178800272058308,-0.000945614128129854,-0.000945614128129854,2046,-2
1.523,-0.000331400287976962,-1.58057782676023e-06,-0.000317696143178806,-0.00203594604147262,-0.00156507582870549,-0.00156507582870549,2045,-3
1.524,-0.000333200143988481,-3.37292852562398e-06,-0.000677958633650419,-0.00195159994937033,-0.00183988170480548,-0.00183988170480548,2045,-3
1.525,-0.000335,-5.15985607562621e-06,-0.00103713107120087,-0.00169848785716457,-0.00183037029356315,-0.00183037029356315,2045,-3
1.526,-0.000336799856011519,-6.94137688568846e-06,-0.00139521675402338,-0.00137271962991164,-0.00164141737688043,-0.00164141737688043,2045,-3
1.527,-0.000338599712023038,-8.71750731508522e-06,-0.00175221897033213,-0.00107306968582549,-0.00137313358264205,-0.00137313358264205,2045,-3
1.528,-0.000341198704103671,-1.12861907622677e-05,-0.00226852434321582,-0.00104325035886378,-0.00117122745424627,-0.00117122745424627,2046,-2
1.529,-0.000346598272138229,-1.66434411726819e-05,-0.00334533167570906,-0.00172802037172855,-0.001308668422868,-0.001308668422868,2045,-3
1.53,-0.000351997840172786,-2.19844820508394e-05,-0.00441888089221871,-0.00257984679783137,-0.00185050506511925,-0.00185050506511925,2045,-3
1.531,-0.0003518023046453,-2.1722723484663e-05,-0.00436626742041727,-0.00252471771251779,-0.00230036223823164,-0.00230036223823164,2044,-4
1.532,-0.000344600288080663,-1.44658757091261e-05,-0.00290764101753435,-0.00135793850985569,-0.00207021215679261,-0.00207021215679261,2044,-4
1.533,-0.000337398271516024,-7.23098511293865e-06,-0.00145342800770067,-0.000493414136573992,-0.0013365353403966,-0.0013365353403966,2045,-3
1.534,-0.000333799496040317,-3.61577515198166e-06,-0.000726770805548314,-0.000531447101998607,-0.000808263083274614,-0.000808263083274614,2046,-2
1.535,-0.000331999640028797,-1.80770175121513e-06,-0.00036334805199424,-0.000946559053221836,-0.000763865643746157,-0.000763865643746157,2046,-2
1.536,-0.000330199784017279,-5.09907178254058e-09,-1.02491342829066e-06,-0.00125238037404326,-0.000978996457775896,-0.000978996457775896,2046,-2
1.537,-0.00033,1.94398128743045e-07,3.90740238773521e-05,-0.00167801323949441,-0.00129066334815598,-0.00129066334815598,2045,-3
1.538,-0.00033,1.93809934707521e-07,3.89557968762117e-05,-0.0018767583870118,-0.00160266492834645,-0.00160266492834645,2045,-3
1.539,-0.000330199784017279,-6.25825178756246e-09,-1.25790860930005e-06,-0.00183815478140101,-0.00176599291287206,-0.00176599291287206,2045,-3
1.54,-0.000331999640028798,-1.80337239868501e-06,-0.000362477852135686,-0.00186368841788443,-0.00182043437875069,-0.00182043437875069,2045,-3
1.541,-0.000333799496040317,-3.59504898386672e-06,-0.000722604845757211,-0.00168124473021548,-0.00178968578599381,-0.00178968578599381,2045,-3
1.542,-0.000337398271516025,-7.17750241200585e-06,-0.00144267798481318,-0.00173139174486882,-0.00173624504980685,-0.00173624504980685,2045,-3
1.543,-0.000344600288080663,-1.4346906236267e-05,-0.00288372815348967,-0.00243949098398928,-0.00196008884123134,-0.00196008884123134,2045,-3
1.544,-0.000351802304645302,-2.1494617461969e-05,-0.00432041810985577,-0.0031516382421407,-0.0024956502334324,-0.0024956502334324,2044,-4
